infoSpeciesId,ifn,plotId,province,municipality,speciesId,scientificName,percentageOfSpecies,numberTreesHa,basalAreaM2Ha,volumeOverBarkM3Ha,volumeUnderBarkM3Ha,ageInYears,infoSpeciesIri,plotIri,speciesIri
"plot-40-36-Species23","ifn2","40-36","Segovia","San Cristóbal de Cuéllar","Species23","Pinus pinea",,141.31,11.4548589,56.402757,42.7422,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-36-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-36-Species26","ifn2","40-36","Segovia","San Cristóbal de Cuéllar","Species26","Pinus pinaster",,5.09,1.0650323,5.8020067,4.4280436,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-36-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-36","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-37-Species23","ifn2","40-37","Segovia","Cuéllar","Species23","Pinus pinea",,5.09,0.7378865,3.1212114,2.3265598,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-37-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-37-Species26","ifn2","40-37","Segovia","Cuéllar","Species26","Pinus pinaster",,505.72,26.5421371,140.8384623,93.162994,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-37-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-37","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-40-Species43","ifn2","40-40","Segovia","Cuéllar","Species43","Quercus pyrenaica / Quercus pubescens Willd.",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-40-Species43","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-40","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species43"
"plot-40-40-Species23","ifn2","40-40","Segovia","Cuéllar","Species23","Pinus pinea",,14.14,1.2618671,4.8251597,3.4729526,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-40-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-40","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-40-Species26","ifn2","40-40","Segovia","Cuéllar","Species26","Pinus pinaster",,380.24,19.5271545,96.9737035,65.8308281,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-40-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-40","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-47-Species23","ifn2","40-47","Segovia","Cuéllar","Species23","Pinus pinea",,429.48,16.796429,63.3549659,42.9550146,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-47-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-47","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-47-Species26","ifn2","40-47","Segovia","Cuéllar","Species26","Pinus pinaster",,89.96,8.3432659,44.6346539,28.6888302,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-47-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-47","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-73-Species23","ifn2","40-73","Segovia","Mata de Cuéllar","Species23","Pinus pinea",,14.14,1.7248305,8.1935604,6.0867297,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-73-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-73","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-73-Species26","ifn2","40-73","Segovia","Mata de Cuéllar","Species26","Pinus pinaster",,39.59,6.713486,46.7966513,36.3768709,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-73-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-73","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-95-Species45","ifn2","40-95","Segovia","Remondo","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-95-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-95","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-40-95-Species26","ifn2","40-95","Segovia","Remondo","Species26","Pinus pinaster",,561.04,18.2098934,101.0237751,72.1290264,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-95-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-95","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-95-Species23","ifn2","40-95","Segovia","Remondo","Species23","Pinus pinea",,63.66,1.1266232,4.0296772,2.3445696,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-95-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-95","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-102-Species23","ifn2","40-102","Segovia","Chañe","Species23","Pinus pinea",,14.14,1.4600581,5.8025688,4.2234623,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-102-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-102-Species26","ifn2","40-102","Segovia","Chañe","Species26","Pinus pinaster",,147.8,23.6987344,154.1130287,117.5667119,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-102-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-102","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-364-Species23","ifn2","40-364","Segovia","Villaverde de Íscar","Species23","Pinus pinea",,5.09,0.7992424,3.3473238,2.505813,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-364-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-364-Species26","ifn2","40-364","Segovia","Villaverde de Íscar","Species26","Pinus pinaster",,236.52,18.1896914,97.4105701,61.8079394,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-364-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-372-Species23","ifn2","40-372","Segovia","Villaverde de Íscar","Species23","Pinus pinea",,127.32,1.1024985,2.3359879,0.4777578,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-372-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-372","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-372-Species26","ifn2","40-372","Segovia","Villaverde de Íscar","Species26","Pinus pinaster",,245.57,12.5365441,65.5320368,42.1816112,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-372-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-372","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-373-Species23","ifn2","40-373","Segovia","Villaverde de Íscar","Species23","Pinus pinea",,10.18,1.8190244,8.6338547,6.5749768,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-373-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-373","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-373-Species26","ifn2","40-373","Segovia","Villaverde de Íscar","Species26","Pinus pinaster",,174.83,5.2163392,22.8570735,15.2492245,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-373-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-373","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-378-Species23","ifn2","40-378","Segovia","Villeguillo","Species23","Pinus pinea",,97.04,4.0886158,13.6983419,9.273238,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-378-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-378","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-378-Species26","ifn2","40-378","Segovia","Villeguillo","Species26","Pinus pinaster",,91.94,3.9416152,16.105811,9.3431212,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-378-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-378","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-396-Species23","ifn2","40-396","Segovia","Coca","Species23","Pinus pinea",,5.09,0.870496,4.5012708,3.4356272,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-396-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-396","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-396-Species26","ifn2","40-396","Segovia","Coca","Species26","Pinus pinaster",,226.34,16.6969371,114.6783646,80.2388781,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-396-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-396","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-422-Species23","ifn2","40-422","Segovia","Fresneda de Cuéllar","Species23","Pinus pinea",,40.73,7.3620928,42.6419847,33.0744389,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-422-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-422","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-422-Species26","ifn2","40-422","Segovia","Fresneda de Cuéllar","Species26","Pinus pinaster",,47.52,5.5104578,34.3063492,23.5316684,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-422-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-422","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-432-Species23","ifn2","40-432","Segovia","Fresneda de Cuéllar","Species23","Pinus pinea",,42.43,2.6511138,13.2866629,9.5290443,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-432-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-432-Species26","ifn2","40-432","Segovia","Fresneda de Cuéllar","Species26","Pinus pinaster",,142.16,14.5444565,77.2994946,50.0171355,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-432-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-432","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-443-Species23","ifn2","40-443","Segovia","Villaverde de Íscar","Species23","Pinus pinea",,28.28,2.2603623,9.5421571,6.8643633,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-443-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-443-Species26","ifn2","40-443","Segovia","Villaverde de Íscar","Species26","Pinus pinaster",,146.54,13.8557238,93.4143848,67.4686473,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-443-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-443","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-444-Species26","ifn2","40-444","Segovia","Fuente el Olmo de Íscar","Species26","Pinus pinaster",,180.35,9.0092442,43.0078583,26.0055878,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-444-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-444-Species23","ifn2","40-444","Segovia","Fuente el Olmo de Íscar","Species23","Pinus pinea",,68.75,1.7127106,5.8896337,3.8056797,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-444-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-444","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-446-Species23","ifn2","40-446","Segovia","Samboal","Species23","Pinus pinea",,10.18,3.9988239,22.3437595,18.6050249,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-446-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-446-Species26","ifn2","40-446","Segovia","Samboal","Species26","Pinus pinaster",,53.73,9.6291917,59.9427103,46.3009585,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-446-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-446","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-448-Species23","ifn2","40-448","Segovia","Samboal","Species23","Pinus pinea",,31.83,0.860255,2.0302352,1.1834924,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-448-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-448-Species26","ifn2","40-448","Segovia","Samboal","Species26","Pinus pinaster",,214.43,20.9130276,122.3007493,84.3258334,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-448-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-448","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-462-Species23","ifn2","40-462","Segovia","Samboal","Species23","Pinus pinea",,33.37,3.9666637,21.1184301,15.8269617,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-462-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-462","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-462-Species26","ifn2","40-462","Segovia","Samboal","Species26","Pinus pinaster",,170.01,12.3478391,71.6639627,49.9805603,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-462-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-462","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-463-Species23","ifn2","40-463","Segovia","Samboal","Species23","Pinus pinea",,14.14,1.8632108,11.1364434,8.4333365,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-463-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-463","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-463-Species26","ifn2","40-463","Segovia","Samboal","Species26","Pinus pinaster",,89.96,9.4315829,64.4448723,42.3194693,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-463-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-463","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-465-Species23","ifn2","40-465","Segovia","Samboal","Species23","Pinus pinea",,42.43,4.4775311,19.8089815,14.5422289,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-465-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-465","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-465-Species26","ifn2","40-465","Segovia","Samboal","Species26","Pinus pinaster",,330.46,30.5640532,188.5838297,130.8618385,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-465-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-465","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-481-Species23","ifn2","40-481","Segovia","Samboal","Species23","Pinus pinea",,33.38,4.7081536,28.3203132,21.5900624,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-481-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-481","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-481-Species26","ifn2","40-481","Segovia","Samboal","Species26","Pinus pinaster",,54.87,8.8726287,57.9918014,41.3588381,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-481-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-481","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-515-Species23","ifn2","40-515","Segovia","Coca","Species23","Pinus pinea",,24.32,3.6159527,16.6891494,12.5608742,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-515-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-515","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-515-Species26","ifn2","40-515","Segovia","Coca","Species26","Pinus pinaster",,78.93,6.7619617,39.1244689,29.6255506,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-515-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-515","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-516-Species23","ifn2","40-516","Segovia","Coca","Species23","Pinus pinea",,10.18,2.960924,17.0033986,13.9109483,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-516-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-516","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-516-Species26","ifn2","40-516","Segovia","Coca","Species26","Pinus pinaster",,30.54,5.9344541,39.6515723,28.3670718,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-516-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-516","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-517-Species23","ifn2","40-517","Segovia","Coca","Species23","Pinus pinea",,14.14,1.8045304,10.0609983,7.5689788,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-517-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-517","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-517-Species26","ifn2","40-517","Segovia","Coca","Species26","Pinus pinaster",,92.21,11.8795401,88.1949446,66.3466123,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-517-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-517","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
