infoSpeciesId,ifn,plotId,province,municipality,speciesId,scientificName,percentageOfSpecies,numberTreesHa,basalAreaM2Ha,volumeOverBarkM3Ha,volumeUnderBarkM3Ha,ageInYears,infoSpeciesIri,plotIri,speciesIri
"plot-40-1453-Species26","ifn2","40-1453","Segovia","Muñopedro","Species26","Pinus pinaster",,70.72,7.3519143,40.4375625,28.9869171,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1453-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1453","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-1453-Species45","ifn2","40-1453","Segovia","Muñopedro","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1453-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1453","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-40-1514-Species23","ifn2","40-1514","Segovia","Muñopedro","Species23","Pinus pinea",,14.14,1.5833902,5.5424338,4.0230828,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1514-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1514","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-1514-Species26","ifn2","40-1514","Segovia","Muñopedro","Species26","Pinus pinaster",,116.69,8.2389377,36.2928542,22.3984444,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1514-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1514","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-1514-Species45","ifn2","40-1514","Segovia","Muñopedro","Species45","Quercus ilex",,1177.74,7.7163723,41.3180799,29.7121726,45,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1514-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1514","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-40-1526-Species23","ifn2","40-1526","Segovia","Muñopedro","Species23","Pinus pinea",,19.23,1.8183998,5.9911324,4.374535,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1526-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1526","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-1526-Species26","ifn2","40-1526","Segovia","Muñopedro","Species26","Pinus pinaster",,42.42,3.1532982,13.4340674,8.2713999,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1526-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1526","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-1526-Species45","ifn2","40-1526","Segovia","Muñopedro","Species45","Quercus ilex",,,,,,45,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1526-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1526","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-40-1528-Species23","ifn2","40-1528","Segovia","Villacastín","Species23","Pinus pinea",,231.43,11.7242976,43.6440137,30.3229025,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1528-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1528","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-1528-Species26","ifn2","40-1528","Segovia","Villacastín","Species26","Pinus pinaster",,45.97,1.3601051,5.2086737,2.9405515,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1528-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1528","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-1528-Species45","ifn2","40-1528","Segovia","Villacastín","Species45","Quercus ilex",,,,,,45,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1528-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1528","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-40-1537-Species23","ifn2","40-1537","Segovia","Monterrubio","Species23","Pinus pinea",,14.14,1.0815904,2.7371021,1.8913407,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1537-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1537","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-1537-Species26","ifn2","40-1537","Segovia","Monterrubio","Species26","Pinus pinaster",,14.14,1.3263251,5.8432881,3.6573927,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1537-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1537","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-1537-Species45","ifn2","40-1537","Segovia","Monterrubio","Species45","Quercus ilex",,413.8,2.3458077,12.2981646,8.5948792,45,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1537-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1537","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-40-1543-Species23","ifn2","40-1543","Segovia","Villacastín","Species23","Pinus pinea",,47.52,5.5374737,18.9014845,13.7388937,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1543-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-40-1543-Species26","ifn2","40-1543","Segovia","Villacastín","Species26","Pinus pinaster",,205.12,8.5776101,33.70492,19.9994457,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1543-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-40-1543-Species45","ifn2","40-1543","Segovia","Villacastín","Species45","Quercus ilex",,,,,,45,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-40-1543-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-40-1543","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-243-Species45","ifn2","47-243","Valladolid","Laguna de Duero","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-243-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-243","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-243-Species26","ifn2","47-243","Valladolid","Laguna de Duero","Species26","Pinus pinaster",,99.02,4.9202544,20.521218,12.2544991,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-243-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-243","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-243-Species23","ifn2","47-243","Valladolid","Laguna de Duero","Species23","Pinus pinea",,119.37,10.8452913,45.6487173,33.1642163,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-243-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-243","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-251-Species45","ifn2","47-251","Valladolid","Laguna de Duero","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-251-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-251","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-251-Species23","ifn2","47-251","Valladolid","Laguna de Duero","Species23","Pinus pinea",,187.43,5.4014751,16.1904737,10.7413268,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-251-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-251","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-251-Species26","ifn2","47-251","Valladolid","Laguna de Duero","Species26","Pinus pinaster",,70.73,4.5650302,18.0977194,10.8653061,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-251-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-251","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-286-Species45","ifn2","47-286","Valladolid","Valladolid","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-286-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-286","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-286-Species23","ifn2","47-286","Valladolid","Valladolid","Species23","Pinus pinea",,124.46,16.0955227,79.5601564,59.3331,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-286-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-286","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-286-Species26","ifn2","47-286","Valladolid","Valladolid","Species26","Pinus pinaster",,61.67,5.5245109,30.7351672,20.8744609,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-286-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-286","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-311-Species23","ifn2","47-311","Valladolid","Villanueva de Duero","Species23","Pinus pinea",,72.98,7.7922083,35.7874035,26.4853133,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-311-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-311","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-311-Species26","ifn2","47-311","Valladolid","Villanueva de Duero","Species26","Pinus pinaster",,70.72,4.8287684,23.4614922,14.3414801,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-311-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-311","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-312-Species26","ifn2","47-312","Valladolid","Boecillo","Species26","Pinus pinaster",,28.28,1.9785442,10.1021872,6.1808312,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-312-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-312","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-312-Species45","ifn2","47-312","Valladolid","Boecillo","Species45","Quercus ilex",,,,,,45,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-312-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-312","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-312-Species23","ifn2","47-312","Valladolid","Boecillo","Species23","Pinus pinea",,222.37,18.1500886,89.9703404,65.3013664,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-312-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-312","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-329-Species23","ifn2","47-329","Valladolid","Viana de Cega","Species23","Pinus pinea",,14.14,1.9460103,9.5525735,7.1203251,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-329-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-329","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-329-Species26","ifn2","47-329","Valladolid","Viana de Cega","Species26","Pinus pinaster",,285.61,21.1022584,119.2862543,75.8253986,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-329-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-329","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-330-Species45","ifn2","47-330","Valladolid","Boecillo","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-330-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-330","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-330-Species23","ifn2","47-330","Valladolid","Boecillo","Species23","Pinus pinea",,5.09,1.010033,6.2264751,4.8170505,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-330-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-330","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-330-Species26","ifn2","47-330","Valladolid","Boecillo","Species26","Pinus pinaster",,25.45,5.7302793,48.8237326,38.6580793,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-330-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-330","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-342-Species23","ifn2","47-342","Valladolid","Valdestillas","Species23","Pinus pinea",,52.6,5.3223541,23.9349117,17.6718522,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-342-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-342","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-342-Species26","ifn2","47-342","Valladolid","Valdestillas","Species26","Pinus pinaster",,33.37,3.9678987,22.6408685,14.6681435,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-342-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-342","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-345-Species23","ifn2","47-345","Valladolid","Viana de Cega","Species23","Pinus pinea",,130.85,9.8073622,46.1151263,33.2431664,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-345-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-345","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-345-Species26","ifn2","47-345","Valladolid","Viana de Cega","Species26","Pinus pinaster",,187.43,12.1407382,82.7299225,56.1807999,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-345-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-345","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-347-Species23","ifn2","47-347","Valladolid","Viana de Cega","Species23","Pinus pinea",,159.14,14.7016685,72.0906185,52.7890032,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-347-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-347","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-347-Species26","ifn2","47-347","Valladolid","Viana de Cega","Species26","Pinus pinaster",,14.14,1.5006133,8.6171032,5.5123926,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-347-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-347","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-351-Species23","ifn2","47-351","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,234.96,6.5816982,22.9051632,15.7377161,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-351-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-351","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-351-Species26","ifn2","47-351","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,88.41,3.4782259,15.4803761,9.1209409,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-351-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-351","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-351-Species45","ifn2","47-351","Valladolid","Pedraja de Portillo, La","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-351-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-351","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-352-Species23","ifn2","47-352","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,29.41,4.2949701,16.2787424,12.2139124,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-352-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-352","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-352-Species26","ifn2","47-352","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,5.09,0.9044083,5.4922361,3.7779038,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-352-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-352","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-352-Species45","ifn2","47-352","Valladolid","Pedraja de Portillo, La","Species45","Quercus ilex",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-352-Species45","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-352","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species45"
"plot-47-356-Species23","ifn2","47-356","Valladolid","Portillo","Species23","Pinus pinea",,20.36,3.35966,7.8262113,5.7090094,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-356-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-356","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-356-Species26","ifn2","47-356","Valladolid","Portillo","Species26","Pinus pinaster",,14.14,1.8723214,4.8108175,3.5652109,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-356-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-356","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-364-Species26","ifn2","47-364","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,121.79,10.0492001,55.2546197,36.0656228,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-364-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-364-Species23","ifn2","47-364","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,10.18,1.9342403,9.543164,7.2536842,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-364-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-364","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-365-Species23","ifn2","47-365","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,127.32,1.2882133,3.0933365,2.0782969,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-365-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-365","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-365-Species26","ifn2","47-365","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,177.1,18.3101548,110.4720299,74.0252139,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-365-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-365","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-368-Species23","ifn2","47-368","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,173.29,3.6879883,13.3978847,9.4472796,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-368-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-368","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-368-Species26","ifn2","47-368","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,84.87,6.4355536,39.344056,27.177912,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-368-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-368","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-372-Species15","ifn2","47-372","Valladolid","Portillo","Species15","Crataegus",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-372-Species15","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-372","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species15"
"plot-47-372-Species23","ifn2","47-372","Valladolid","Portillo","Species23","Pinus pinea",,19.23,2.629357,5.32654,4.025618,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-372-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-372","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-372-Species26","ifn2","47-372","Valladolid","Portillo","Species26","Pinus pinaster",,28.28,3.5516608,12.0348486,8.1369836,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-372-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-372","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-373-Species23","ifn2","47-373","Valladolid","Portillo","Species23","Pinus pinea",,36.92,1.3146688,5.2381039,3.8714882,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-373-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-373","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-373-Species26","ifn2","47-373","Valladolid","Portillo","Species26","Pinus pinaster",,240.06,11.7160835,54.0504546,35.6731476,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-373-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-373","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-628-Species23","ifn2","47-628","Valladolid","Pedraja de Portillo, La","Species23","Pinus pinea",,224.36,6.5878661,17.2194098,11.5861395,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-628-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-628","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
"plot-47-628-Species26","ifn2","47-628","Valladolid","Pedraja de Portillo, La","Species26","Pinus pinaster",,14.14,0.5877724,1.9318704,1.1149151,26,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-628-Species26","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-628","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species26"
"plot-47-629-Species15","ifn2","47-629","Valladolid","Portillo","Species15","Crataegus",,,,,,,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-629-Species15","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-629","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species15"
"plot-47-629-Species23","ifn2","47-629","Valladolid","Portillo","Species23","Pinus pinea",,242.04,13.7054947,47.337375,32.9180204,23,"https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/infoSpecies/plot-47-629-Species23","https://datos.iepnb.es/recurso/sector-publico/medio-ambiente/ifn2/plot/plot-47-629","https://datos.iepnb.es/kos/sector-publico/medio-ambiente/ifn2/taxon/Species23"
